"id_local";"id_distrito_local";"desc_distrito_local";"id_barrio_local";"desc_barrio_local";"id_ndp_edificio";"id_clase_ndp_edificio";"desc_ndp_edificio";"Cod_Postal";"coordenada_x_local";"coordenada_y_local";"id_tipo_acceso_local";"desc_tipo_acceso_local";"id_situacion_local";"desc_situacion_local";"secuencial_local_PC";"Escalera";"id_planta_agrupado";"id_local_agrupado";"coordenada_x_agrupacion";"coordenada_y_agrupacion";"id_periodo_terraza";"desc_periodo_terraza";"id_situacion_terraza";"desc_situacion_terraza";"Superficie_ES";"Superficie_RA";"Fecha_confir_ult_decreto_resol";"id_ndp_terraza";"id_clase_ndp_terraza";"desc_ndp_terraza";"rotulo"
"20001971";"2";"ARGANZUELA          ";"204";"LEGAZPI             ";"31011525";"1";"CALLE  EROS NUM 18   ";"28045";"442446,37";"447171,57";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"1";"Anual";"1";"Abierta";"103,68";"45";"12/01/2015";"31033821";"1";"CALLE  PLANETA TIERRA NUM 4   ";"BAHIA DE MADRID"
"30000038";"3";"RETIRO              ";"304";"IBIZA               ";"11012263";"1";"CALLE  IBIZA NUM 56   ";"28009";"443116,52";"4474567";"4";"Puerta Calle";"1";"Cerrado";"10";"";"";"";"";"";"2";"Estacional";"1";"Abierta";"36";"";"29/07/2015";"11012263";"1";"CALLE  IBIZA NUM 56   ";"BALEAR DOS"
"30000104";"3";"RETIRO              ";"301";"PACIFICO            ";"11011126";"1";"CALLE  CAVANILLES NUM 50   ";"28007";"44287,67";"4473152,74";"1";"Puerta Calle";"1";"Abierto";"30";"";"";"";"";"";"2";"Estacional";"1";"Abierta";"23,76";"";"14/06/2016";"11011126";"1";"CALLE  CAVANILLES NUM 50   ";"IL NONNO"
"30000146";"3";"RETIRO              ";"305";"LOS JERONIMOS       ";"11012947";"1";"CALLE  MORETO NUM 17   ";"28014";"441550,23";"4474039,11";"1";"Puerta Calle";"1";"Abierto";"20";"";"";"";"";"";"1";"Anual";"1";"Abierta";"16,06";"16,06";"08/04/2016";"11012947";"1";"CALLE  MORETO NUM 17   ";"BAR SANTA CLARA"
"30000248";"3";"RETIRO              ";"302";"ADELFAS             ";"20104024";"1";"CALLE  SECO NUM 1  A";"28007";"443117,03";"4472494,81";"1";"Puerta Calle";"1";"Abierto";"30";"";"";"";"";"";"1";"Anual";"1";"Abierta";"6,9";"6,9";"19/05/2015";"20104024";"1";"CALLE  SECO NUM 1  A";"LAZARO S"
"30000374";"3";"RETIRO              ";"303";"ESTRELLA            ";"11012062";"1";"CALLE  ALCALDE SAINZ DE BARANDA NUM 76   ";"28007";"443506,79";"4474496,49";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"2";"Estacional";"1";"Abierta";"13";"";"05/08/2014";"11012062";"1";"CALLE  ALCALDE SAINZ DE BARANDA NUM 76   ";"SAINZ DE BARANDA 76"
"30000409";"3";"RETIRO              ";"303";"ESTRELLA            ";"11011817";"1";"CALLE  DOCTOR ESQUERDO NUM 157   ";"28007";"443283,16";"4473579,48";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"1";"Anual";"1";"Abierta";"32,76";"32,76";"26/03/2015";"11011817";"1";"CALLE  DOCTOR ESQUERDO NUM 157   ";"CERVECERIA CRUZ BANCA"
"30000416";"3";"RETIRO              ";"301";"PACIFICO            ";"11010793";"1";"CALLE  CAVANILLES NUM 8   ";"28007";"442561,46";"4473346,01";"1";"Puerta Calle";"1";"Abierto";"20";"";"";"";"";"";"2";"Estacional";"1";"Abierta";"23,94";"";"29/07/2015";"11010793";"1";"CALLE  CAVANILLES NUM 8   ";"EL RINCON DE EXTREMADURA"
"30000472";"3";"RETIRO              ";"301";"PACIFICO            ";"11010625";"1";"AVENIDA  CIUDAD DE BARCELONA NUM 5   ";"28007";"442171,15";"4473154,15";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"1";"Anual";"1";"Abierta";"22,68";"22,68";"18/08/2016";"31005747";"1";"CALLE  JULIAN GAYARRE NUM 2   ";"CASA RICARDO"
"30000480";"3";"RETIRO              ";"301";"PACIFICO            ";"11010858";"1";"AVENIDA  MEDITERRANEO NUM 16   ";"28007";"442784,18";"4473362,79";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"1";"Anual";"1";"Abierta";"43,32";"15,98";"05/07/2016";"11010858";"1";"AVENIDA  MEDITERRANEO NUM 16   ";"LOS VIÑEDOS MADRID"
"30000493";"3";"RETIRO              ";"305";"LOS JERONIMOS       ";"11012765";"1";"CALLE  JUAN DE MENA NUM 12   ";"28014";"441589,57";"4474506,48";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"1";"Anual";"1";"Abierta";"1,48";"1,48";"27/04/2015";"11012765";"1";"CALLE  JUAN DE MENA NUM 12   ";"A Z FOOD  AND CAFE"
"30000498";"3";"RETIRO              ";"303";"ESTRELLA            ";"11011913";"1";"CALLE  ESTRELLA POLAR NUM 18   ";"28007";"443599,8";"4473724,95";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"2";"Estacional";"1";"Abierta";"19,8";"";"29/09/2016";"11011913";"1";"CALLE  ESTRELLA POLAR NUM 18   ";"CAFETERIA ESTRELLA POLAR                          "
"30000531";"3";"RETIRO              ";"301";"PACIFICO            ";"11011181";"1";"CALLE  CARIDAD NUM 2   ";"28007";"442790,49";"4472787,15";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"1";"Anual";"1";"Abierta";"23,12";"23,12";"09/04/2015";"11011181";"1";"CALLE  CARIDAD NUM 2   ";"LA MONUMENTAL"
"30000554";"3";"RETIRO              ";"304";"IBIZA               ";"11012435";"1";"CALLE  IBIZA NUM 25   ";"28009";"442804,44";"4474620,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"1";"Anual";"1";"Abierta";"35,22";"35,22";"13/11/2015";"11012435";"1";"CALLE  IBIZA NUM 25   ";"TXIRIMIRI"
"30000586";"3";"RETIRO              ";"304";"IBIZA               ";"11012333";"1";"CALLE  MAIQUEZ NUM 31   ";"28009";"443001,69";"4474388,35";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"2";"Estacional";"1";"Abierta";"23,4";"";"25/03/2015";"11012319";"1";"CALLE  DOCE DE OCTUBRE NUM 31   ";"VOSS..."
"30000587";"3";"RETIRO              ";"306";"NIÃ‘O JESUS          ";"11013553";"1";"CALLE  PIO BAROJA NUM 7   ";"28009";"442931,67";"4474143,74";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"2";"Estacional";"1";"Abierta";"30";"";"12/04/2016";"11013553";"1";"CALLE  PIO BAROJA NUM 7   ";"LIMA-LIM0N"
"30000699";"3";"RETIRO              ";"304";"IBIZA               ";"11012221";"1";"CALLE  ALCALDE SAINZ DE BARANDA NUM 63   ";"28009";"443256,45";"4474434,76";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"2";"Estacional";"1";"Abierta";"43,4";"";"06/05/2016";"11012221";"1";"CALLE  ALCALDE SAINZ DE BARANDA NUM 63   ";"CALZADO-COMPLEMENTOS"
"30000710";"3";"RETIRO              ";"306";"NIÃ‘O JESUS          ";"11013474";"1";"CALLE  DOCTOR ESQUERDO NUM 70   ";"28007";"443275,91";"4474087,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"";"";"";"";"2";"Estacional";"1";"Abierta";"14";"";"14/12/2015";"11013474";"1";"CALLE  DOCTOR ESQUERDO NUM 70   ";"GINOS"
